City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,san luis de la loma,17.2706,-100.8939,24.06,78,4,1.67,MX,1738556327
365,sibiti,-3.6819,13.3499,20.5,99,95,0.38,CG,1738556328
366,forecariah,9.4306,-13.0881,21.58,59,97,1.46,GN,1738556330
367,datong,40.0936,113.2914,-9.81,41,0,5.23,CN,1738556332
368,yerofey pavlovich,53.9667,121.9667,-19.84,65,100,2.83,RU,1738556333
369,weihai,37.5017,122.1136,-4.09,85,100,8.91,CN,1738556334
370,maragogi,-9.0122,-35.2225,24.68,85,20,2.55,BR,1738556336
371,nuuk,64.1835,-51.7216,-9.66,73,100,3.09,GL,1738556337
372,newman,37.3138,-121.0208,15.02,78,100,2.24,US,1738556338
373,puntarenas,9.9763,-84.8384,25.34,70,0,1.68,CR,1738556340
374,campbell river,50.0163,-125.2446,-3.79,80,100,4.63,CA,1738556341
375,sabzevar,36.2126,57.6819,-0.4,64,0,3.09,IR,1738556342
376,billings,45.7833,-108.5007,-10.4,87,100,8.23,US,1738556344
377,lerwick,60.1545,-1.1494,7.49,90,100,9.48,GB,1738556345
378,palasa,18.7667,84.4167,30.94,35,52,0.79,IN,1738556347
379,zarah sharan,33.1467,68.7917,-7.08,65,0,1.23,AF,1738556348
380,geraldton,-28.7667,114.6,29.23,54,0,8.75,AU,1738556349
381,tsetserleg,47.475,101.4542,-16.34,60,75,1.97,MN,1738556351
382,la'ie,21.6477,-157.9253,22.84,67,0,1.79,US,1738556353
383,kedrovyy,56.1667,91.8167,-14.53,94,100,0.9,RU,1738556355
384,sisimiut,66.9395,-53.6735,-20.23,96,81,2.06,GL,1738556356
385,pandan,14.0453,124.1694,27.71,66,98,3.73,PH,1738556357
386,barrouallie,13.2333,-61.2667,22.79,79,10,5.41,VC,1738556359
387,novyy urgal,51.0736,132.5642,-16.24,84,100,0.71,RU,1738556360
388,mananara,-16.1667,49.7667,25.76,87,100,1.39,MG,1738556361
389,chernogorsk,53.8236,91.2842,-18.24,92,20,2.0,RU,1738556363
390,jwaneng,-24.6004,24.7303,21.68,72,96,4.67,BW,1738556364
391,fortuna,40.5982,-124.1573,6.66,97,100,1.54,US,1738556367
392,queenstown,-31.8976,26.8753,16.73,84,89,1.75,ZA,1738556368
393,igarka,67.4667,86.5833,-32.05,97,85,0.42,RU,1738556369
394,novoishimskiy,53.1981,66.7694,-1.59,95,100,4.24,KZ,1738556372
395,kuala pilah,2.7389,102.2487,32.77,58,26,1.42,MY,1738556374
396,cartagena,10.3997,-75.5144,25.79,83,63,3.09,CO,1738556304
397,nova vicosa,-17.8919,-39.3719,24.78,87,1,3.24,BR,1738556377
398,shakiso,5.75,38.9167,13.01,56,86,1.49,ET,1738556378
399,laem sing,12.4816,102.0738,27.64,68,29,2.16,TH,1738556379
400,at taj,24.2049,23.2857,13.59,24,100,3.01,LY,1738556380
401,kurumkan,54.3,110.3,-23.5,90,100,0.53,RU,1738556382
402,buston,40.2342,69.6948,0.1,86,20,4.0,TJ,1738556383
403,labrador city,52.9463,-66.9114,-26.05,70,0,3.6,CA,1738556385
404,vedaraniyam,10.3667,79.85,26.05,72,20,2.97,IN,1738556386
405,quang ngai,15.1167,108.8,22.72,81,99,1.41,VN,1738556387
406,forde,61.4522,5.8572,5.06,75,100,3.6,NO,1738556389
407,as sulayyil,20.4607,45.5779,11.41,30,0,3.54,SA,1738556390
408,kushiro,42.975,144.3747,-1.47,86,75,3.6,JP,1738556187
409,oyama,36.3,139.8,6.75,53,100,0.48,JP,1738556393
410,westport,41.1415,-73.3579,-0.13,90,100,0.0,US,1738556394
411,viedma,-40.8135,-62.9967,20.03,39,9,6.38,AR,1738556395
412,tobelo,1.7284,128.0095,27.2,75,100,1.57,ID,1738556397
413,mhasvad,17.6333,74.7833,26.72,29,69,2.63,IN,1738556398
414,rizhao,35.4275,119.4553,2.42,21,0,7.65,CN,1738556247
415,san rafael del sur,11.8485,-86.4384,25.59,63,23,6.57,NI,1738556401
416,happy valley-goose bay,53.3168,-60.3315,-20.83,54,20,5.14,CA,1738556402
417,yemel'yanovo,56.1681,92.6767,-22.55,70,20,0.0,RU,1738556403
418,stephenville,32.2207,-98.2023,17.07,47,0,2.57,US,1738556271
419,saint-pierre,-21.3393,55.4781,29.82,79,100,2.06,RE,1738556406
420,santa marta de ortigueira,43.6833,-7.85,9.71,73,51,2.07,ES,1738556407
421,narita,35.7833,140.3167,10.01,73,75,2.57,JP,1738556409
422,dongsheng,39.8161,109.9776,-9.71,65,38,6.15,CN,1738556410
423,buala,-8.145,159.5921,30.13,62,94,4.25,SB,1738556412
424,feytiat,45.8091,1.3303,3.45,81,0,1.54,FR,1738556413
425,namibe,-15.1961,12.1522,22.36,81,78,1.69,AO,1738556414
426,phayakkhaphum phisai,15.5163,103.1937,31.53,24,23,3.99,TH,1738556415
427,yanbu,24.0891,38.0637,16.02,51,0,1.03,SA,1738556417
428,ed damer,17.5928,33.9592,19.11,65,0,4.5,SD,1738556418
429,chakari,-18.0629,29.8925,18.25,85,30,1.76,ZW,1738556419
430,kapa'a,22.0752,-159.319,23.18,71,0,7.72,US,1738556421
431,saldanha,-33.0117,17.9442,17.49,88,0,4.45,ZA,1738556422
432,labytnangi,66.6572,66.4183,-23.55,95,100,7.01,RU,1738556423
433,lillehammer,61.1146,10.4674,-7.36,97,100,0.89,NO,1738556425
434,tver,56.8619,35.8931,-2.0,91,100,2.62,RU,1738556426
435,pasni,25.2631,63.471,18.26,55,5,3.02,PK,1738556427
436,nogliki,51.8333,143.1667,-10.87,82,33,1.74,RU,1738556429
437,achi,8.5682,-74.554,24.83,87,83,1.16,CO,1738556430
438,acarau,-2.8856,-40.12,25.1,89,31,4.11,BR,1738556431
439,romblon,12.5751,122.2708,26.25,81,100,6.96,PH,1738556433
440,luis correia,-2.8792,-41.6669,25.07,90,35,3.99,BR,1738556434
441,bangui,4.3612,18.555,25.43,26,98,1.26,CF,1738556184
442,al ghayzah,16.2079,52.176,18.32,40,39,4.3,YE,1738556437
443,novotroitsk,51.203,58.3266,-1.61,97,100,1.67,RU,1738556438
444,lianjiang,21.6467,110.2817,15.44,56,100,6.41,CN,1738556439
445,nantucket,41.2835,-70.0995,2.06,75,100,8.87,US,1738556409
446,terrigal,-33.45,151.45,28.43,75,4,5.58,AU,1738556442
447,ilhabela,-23.7781,-45.3581,24.97,89,100,1.25,BR,1738556443
448,pestravka,52.405,49.9583,-2.95,92,100,4.78,RU,1738556445
449,nikolayevsk-on-amure,53.1406,140.73,-13.89,83,83,1.26,RU,1738556446
450,corfu,39.62,19.9197,15.1,82,75,6.17,GR,1738556447
451,mar del plata,-38.0023,-57.5575,24.41,79,63,0.45,AR,1738556151
452,calvi,42.5,8.8333,3.35,87,20,2.57,FR,1738556451
453,micheweni,-4.9667,39.8333,26.66,76,100,5.95,TZ,1738556453
454,gaoping,30.7758,106.1029,12.0,46,88,3.58,CN,1738556454
455,mananjary,-21.2167,48.3333,25.41,91,100,3.63,MG,1738556456
456,illizi,26.4833,8.4667,8.01,57,0,1.15,DZ,1738556458
457,kyshtovka,56.555,76.6271,-2.31,97,100,4.06,RU,1738556460
458,ust'-kut,56.7938,105.7672,-23.83,92,96,0.49,RU,1738556461
459,vernon,50.2581,-119.2691,-8.09,70,100,1.79,CA,1738556462
460,kokkola,63.8385,23.1307,-11.65,92,0,4.12,FI,1738556464
461,mount pearl,47.5166,-52.7813,-8.91,72,75,10.29,CA,1738556220
462,beeskow,52.1667,14.25,-0.47,89,36,1.02,DE,1738556466
463,ceeldheer,3.8488,47.1806,22.94,76,100,9.24,SO,1738556468
464,namie,37.4833,141.0,8.88,66,100,1.37,JP,1738556469
465,broken hill,-31.95,141.4333,35.96,19,81,5.66,AU,1738556470
466,kyakhta,50.3508,106.4494,-21.91,92,86,2.17,RU,1738556473
467,kiunga,-6.1219,141.2906,33.4,51,100,2.55,PG,1738556474
468,itoman,26.1247,127.6694,16.21,82,75,11.32,JP,1738556475
469,temirgoyevskaya,45.1141,40.2803,4.94,95,100,2.5,RU,1738556477
470,kuala belait,4.5833,114.1833,28.31,75,97,2.12,BN,1738556478
471,olyokminsk,60.3736,120.4264,-28.44,93,100,2.72,RU,1738556480
472,cidade velha,14.9167,-23.6167,20.26,56,0,9.77,CV,1738556481
473,camana,-16.6228,-72.7111,22.2,84,0,2.32,PE,1738556483
474,kokstad,-30.5472,29.4241,17.02,98,100,1.21,ZA,1738556484
475,puerto santa,-8.9906,-78.6456,21.48,84,98,3.05,PE,1738556485
476,molteno,-31.3968,26.3625,15.01,84,45,2.87,ZA,1738556487
477,coronel suarez,-37.4547,-61.9334,19.95,81,17,3.73,AR,1738556488
478,berdigestyakh,62.0989,126.6992,-30.99,95,91,3.35,RU,1738556490
479,kananga,-5.8958,22.4178,21.24,95,99,1.24,CD,1738556491
480,hailar,49.2,119.7,-23.19,92,82,3.87,CN,1738556492
481,freetown,8.484,-13.2299,23.12,78,98,1.6,SL,1738556494
482,maxixe,-23.8597,35.3472,25.12,80,63,2.47,MZ,1738556495
483,svetlyy,54.675,20.1347,0.93,69,46,4.88,RU,1738556459
484,lae,-6.7221,146.9847,28.56,71,100,3.28,PG,1738556497
485,bossier city,32.516,-93.7321,17.1,75,0,4.63,US,1738556264
486,nguigmi,14.2495,13.1092,18.98,22,50,4.79,NE,1738556427
487,zaysan,47.4667,84.8667,-10.58,89,85,1.2,KZ,1738556502
488,kirkland lake,48.1446,-80.0377,-11.84,85,100,3.6,CA,1738556503
489,dampit,-8.2116,112.7493,30.69,53,100,2.42,ID,1738556505
490,portoferraio,42.8115,10.3146,10.85,69,11,8.12,IT,1738556506
491,leh,34.1667,77.5833,-17.94,64,0,1.13,IN,1738556507
492,arish,31.1316,33.7984,15.17,73,100,2.82,EG,1738556509
493,hasaki,35.7333,140.8333,10.91,65,100,3.12,JP,1738556510
494,howrah,22.5892,88.3103,22.0,88,40,2.06,IN,1738556511
495,saint-francois,46.4154,3.9054,0.69,93,100,0.51,FR,1738556513
496,khairpur,27.5295,68.7617,17.62,21,0,0.48,PK,1738556514
497,zaozersk,69.4005,32.4476,-15.38,97,100,1.99,RU,1738556515
498,baardheere,2.3446,42.2764,23.96,62,60,5.02,SO,1738556225
499,fuglafjordur,62.244,-6.814,8.65,93,100,14.67,FO,1738556518
500,necochea,-38.5473,-58.7368,19.24,80,59,0.87,AR,1738556402
501,fort mcmurray,56.7268,-111.381,-23.23,77,100,3.6,CA,1738556520
502,at-bashi,41.1702,75.8106,-13.92,58,0,1.19,KG,1738556522
503,tshabong,-26.05,22.45,24.81,42,100,3.02,BW,1738556523
504,st anne,49.715,-2.2042,8.82,84,29,5.63,GG,1738556525
505,alto lucero,19.6167,-96.7167,14.4,96,76,1.42,MX,1738556526
506,chadron,42.8294,-102.9999,-3.18,93,100,2.57,US,1738556527
507,juan de ayolas,-27.4,-56.9,24.9,50,0,1.96,PY,1738556529
508,preobrazheniye,42.9019,133.9064,-4.32,75,100,1.99,RU,1738556530
509,albertina,-22.2008,-46.6158,18.22,97,100,2.47,BR,1738556531
510,mizhhirya,48.5246,23.5056,-0.97,73,100,2.03,UA,1738556532
511,swift current,50.2834,-107.8014,-26.55,76,75,6.17,CA,1738556534
512,juneau,58.3019,-134.4197,-7.0,49,0,8.75,US,1738556439
513,palmer,42.1584,-72.3287,-3.71,76,20,0.0,US,1738556536
514,safotu,-13.4513,-172.4018,28.09,80,88,3.22,WS,1738556538
515,komatipoort,-25.4332,31.9548,22.52,90,18,1.25,ZA,1738556539
516,bac lieu,9.285,105.7244,28.9,58,22,6.34,VN,1738556540
517,molchanovo,57.5817,83.7692,-18.02,100,96,1.86,RU,1738556542
518,malango,-2.9627,119.9001,31.43,35,48,2.2,ID,1738556545
519,sampit,-2.5333,112.95,33.04,51,100,1.61,ID,1738556546
520,dengzhou,37.8086,120.7508,-3.14,49,3,12.28,CN,1738556437
521,ixtapa,20.7,-105.2,20.13,94,0,1.54,MX,1738556549
522,egilsstadir,65.2653,-14.3948,7.95,66,75,3.09,IS,1738556550
523,altayskoye,51.9533,85.3325,-7.3,80,98,0.93,RU,1738556551
524,bijie,27.3125,105.2942,2.62,89,100,2.64,CN,1738556553
525,suva,-18.1416,178.4415,29.71,74,75,3.6,FJ,1738556554
526,tofol,5.3248,163.0078,28.88,79,75,5.14,FM,1738556555
527,laminusa,5.5549,120.9136,27.67,73,59,2.48,PH,1738556557
528,alofi,-19.0595,-169.9187,29.94,74,44,4.63,NU,1738556558
529,alindao,5.0267,21.2088,25.05,30,97,1.75,CF,1738556559
530,pahlgam,34.0333,75.3333,-3.56,46,0,4.95,IN,1738556561
531,kapoeta,4.7717,33.5903,27.18,35,42,1.9,SS,1738556563
532,qulsary,46.9531,54.0198,-1.77,93,26,5.66,KZ,1738556565
533,rosarito,32.3333,-117.0333,14.51,73,84,4.27,MX,1738556104
534,cafayate,-26.073,-65.9761,23.47,62,73,2.25,AR,1738556567
535,san mateo del mar,16.2,-95.0,25.96,74,11,14.64,MX,1738556569
536,weiser,44.251,-116.9693,1.84,92,100,1.68,US,1738556570
537,korla,41.7597,86.1469,-5.9,77,50,3.36,CN,1738556571
538,polyarnyy,69.1989,33.4478,-14.76,96,48,2.8,RU,1738556572
539,brisas de zicatela,15.8369,-97.0419,25.62,76,3,2.43,MX,1738556574
540,arno,60.1167,18.6333,-1.94,88,100,4.17,SE,1738556575
541,hualien city,23.9769,121.6044,17.96,84,98,6.29,TW,1738556576
542,dubna,56.7333,37.1667,-1.33,86,100,2.53,RU,1738556578
543,ballina,-28.8667,153.5667,26.0,64,100,5.27,AU,1738556579
544,mulayjah,27.271,48.4242,10.76,33,8,4.64,SA,1738556582
545,kingsport,36.5484,-82.5618,7.41,88,40,1.54,US,1738556513
546,vizinga,61.0749,50.1031,-12.8,95,100,3.89,RU,1738556584
547,nasugbu,14.1,120.6833,30.19,55,87,2.81,PH,1738556586
548,ungsang-nodongjagu,42.3578,130.4622,-9.82,49,51,7.08,KP,1738556587
549,samana,19.2056,-69.3369,22.83,85,29,4.2,DO,1738556589
